date,region,apple_driving,apple_walking,apple_transit,apple,google_retail,google_grocery,google_workplaces,google_residential,google
2021-03-30,central,140.22,169.22,100.75,136.73,7,9,-44,8,-9.333333333333334
2021-03-30,north,157.15,196.82,,,13,24,-40,8,-1.0
2021-03-30,zealand,141.45,192.57,128.45,154.15666666666667,19,17,-43,8,-2.3333333333333335
2021-03-30,south,140.23,178.08,97.38,138.56333333333333,14,19,-39,7,-2.0
2021-03-31,capital,114.39,114.99,73.61,100.99666666666667,-1,17,-54,8,-12.666666666666666
2021-03-31,central,150.37,168.98,105.83,141.72666666666666,23,33,-46,5,3.3333333333333335
2021-03-31,north,171.86,204.7,,,30,49,-43,5,12.0
2021-03-31,zealand,150.41,188.19,126.05,154.88333333333335,43,46,-44,6,15.0
2021-03-31,south,153.5,181.47,104.47,146.48000000000002,31,42,-41,4,10.666666666666666
2021-04-01,capital,84.05,77.05,61.93,74.34333333333333,-59,-41,-80,18,-60.0
2021-04-01,central,125.31,138.09,89.68,117.69333333333333,-46,-21,-80,16,-49.0
2021-04-01,north,154.2,189.49,,,-30,-7,-78,14,-38.333333333333336
2021-04-01,zealand,122.58,151.03,120.39,131.33333333333334,-43,-21,-79,18,-47.666666666666664
2021-04-01,south,126.55,147.95,101.79,125.43,-37,-12,-78,15,-42.333333333333336
2021-04-02,capital,85.87,86.65,65.81,79.44333333333334,-62,-44,-80,19,-62.0
2021-04-02,central,124.49,136.76,93.64,118.29666666666667,-56,-33,-80,16,-56.333333333333336
2021-04-02,north,158.5,200.43,,,-41,-15,-78,16,-44.666666666666664
2021-04-02,zealand,127.39,169.97,133.5,143.62,-49,-30,-78,18,-52.333333333333336
2021-04-02,south,125.88,145.94,98.85,123.55666666666666,-49,-24,-78,17,-50.333333333333336
2021-04-03,capital,88.96,93.84,63.86,82.22000000000001,-33,-1,-3,1,-12.333333333333334
2021-04-03,central,125.74,150.95,94.65,123.78000000000002,-9,14,0,-1,1.6666666666666667
2021-04-03,north,154.72,188.95,,,4,28,-3,-1,9.666666666666666
2021-04-03,zealand,130.41,178.3,135.65,148.12,8,26,2,1,12.0
2021-04-03,south,126.19,157.92,91.44,125.18333333333334,-2,25,4,0,9.0
2021-04-04,capital,77.41,67.03,56.02,66.82000000000001,-58,-40,-11,1,-36.333333333333336
2021-04-04,central,107.89,108.52,86.58,100.99666666666667,-46,-24,-12,1,-27.333333333333332
2021-04-04,north,121.74,126.45,,,-33,-12,-12,1,-19.0
2021-04-04,zealand,109.39,126.63,113.8,116.60666666666667,-42,-23,-8,2,-24.333333333333332
2021-04-04,south,105.41,110.23,91.05,102.23,-37,-19,-9,1,-21.666666666666668
2021-04-05,capital,92.76,78.35,66.8,79.30333333333334,-61,-41,-83,21,-61.666666666666664
2021-04-05,central,119.3,123.59,100.86,114.58333333333333,-53,-23,-81,21,-52.333333333333336
2021-04-05,north,124.86,131.27,,,-43,-11,-81,19,-45.0
2021-04-05,zealand,123.77,132.61,121.51,125.96333333333332,-52,-27,-79,22,-52.666666666666664
2021-04-05,south,115.82,116.07,102.68,111.52333333333333,-50,-19,-79,20,-49.333333333333336
2021-04-06,capital,105.21,94.78,74.3,91.43,-19,5,-41,11,-18.333333333333332
2021-04-06,central,120.65,139.08,101.42,120.38333333333334,4,12,-28,7,-4.0
2021-04-06,north,126.63,156.16,,,5,20,-26,6,-0.3333333333333333
2021-04-06,zealand,122.47,148.32,108.74,126.50999999999999,9,17,-27,7,-0.3333333333333333
2021-04-06,south,121.52,139.74,96.36,119.20666666666666,5,18,-24,6,-0.3333333333333333
2021-04-07,capital,107.52,97.81,73.48,92.93666666666667,-22,-4,-40,12,-22.0
2021-04-07,central,124.22,140.69,99.78,121.56333333333332,-7,0,-27,8,-11.333333333333334
2021-04-07,north,126.36,157.29,,,-6,8,-29,8,-9.0
2021-04-07,zealand,120.93,147.11,110.54,126.19333333333334,0,6,-28,8,-7.333333333333333
2021-04-07,south,121.53,141.1,88.82,117.14999999999999,-7,7,-24,8,-8.0
2021-04-08,capital,106.28,94.8,73.61,91.56333333333333,-25,-8,-39,12,-24.0
2021-04-08,central,120.55,130.58,101.05,117.39333333333333,-10,-2,-26,9,-12.666666666666666
2021-04-08,north,123.36,140.58,,,-12,0,-26,8,-12.666666666666666
2021-04-08,zealand,121.84,139.71,98.03,119.86000000000001,-1,4,-29,9,-8.666666666666666
2021-04-08,south,120.33,131.0,90.61,113.98,-7,5,-23,7,-8.333333333333334
2021-04-09,capital,108.75,106.14,81.48,98.79,-29,-9,-38,12,-25.333333333333332
2021-04-09,central,129.23,146.44,102.28,125.9833333333333,-12,-3,-26,8,-13.666666666666666
2021-04-09,north,132.43,157.78,,,-16,5,-25,8,-12.0
2021-04-09,zealand,124.1,149.66,111.57,128.44333333333333,-2,2,-27,8,-9.0
2021-04-09,south,127.14,143.65,91.37,120.72000000000001,-10,4,-22,7,-9.333333333333334
2021-04-10,capital,98.69,109.92,74.54,94.38333333333334,-30,-7,-3,4,-13.333333333333334
2021-04-10,central,118.51,154.75,96.22,123.16000000000001,-15,-1,3,4,-4.333333333333333
2021-04-10,north,123.4,156.61,,,-11,7,-1,3,-1.6666666666666667
2021-04-10,zealand,118.0,157.3,108.91,128.07000000000002,-4,3,3,3,0.6666666666666666
2021-04-10,south,112.91,144.75,88.12,115.25999999999999,-13,5,8,3,0.0
2021-04-11,capital,93.22,74.24,67.02,78.15999999999998,-37,-21,-11,7,-23.0
2021-04-11,central,115.71,111.48,105.5,110.89666666666666,-18,-12,-7,6,-12.333333333333334
2021-04-11,north,119.5,117.78,,,-17,-8,-10,5,-11.666666666666666
2021-04-11,zealand,114.52,122.48,117.74,118.24666666666667,-9,-5,-5,5,-6.333333333333333
2021-04-11,south,112.78,115.5,94.12,107.46666666666665,-12,-6,-4,6,-7.333333333333333
2021-04-12,capital,107.03,98.48,72.0,92.50333333333333,-18,-10,-38,11,-22.0
2021-04-12,central,122.77,144.31,102.69,123.25666666666666,-4,-4,-26,8,-11.333333333333334
2021-04-12,north,126.56,151.36,,,-5,4,-28,7,-9.666666666666666
2021-04-12,zealand,122.36,155.99,111.91,130.08666666666667,1,1,-27,7,-8.333333333333334
2021-04-12,south,122.78,147.4,88.5,119.56,-3,0,-21,6,-8.0
2021-04-13,capital,105.85,95.28,69.79,90.30666666666667,-21,-6,-37,11,-21.333333333333332
2021-04-13,central,122.14,139.93,97.2,119.75666666666666,-6,-1,-26,7,-11.0
2021-04-13,north,126.74,155.46,,,-3,7,-24,6,-6.666666666666667
2021-04-13,zealand,123.15,141.49,109.85,124.83,-2,2,-24,7,-8.0
2021-04-13,south,119.94,140.09,83.26,114.42999999999999,-3,6,-22,6,-6.333333333333333
2021-04-14,capital,108.08,102.51,71.51,94.03333333333335,-20,-5,-36,11,-20.333333333333332
2021-04-14,central,124.88,147.17,96.6,122.88333333333333,-6,-2,-25,7,-11.0
2021-04-14,north,127.92,154.41,,,-6,4,-26,6,-9.333333333333334
2021-04-14,zealand,123.23,148.95,107.2,126.46,-1,2,-24,7,-7.666666666666667
2021-04-14,south,121.72,145.86,89.39,118.99000000000001,-5,4,-20,6,-7.0
2021-04-15,capital,107.85,98.74,69.77,92.11999999999999,-21,-5,-34,10,-20.0
2021-04-15,central,124.46,139.95,95.63,120.01333333333332,-6,-1,-23,7,-10.0
2021-04-15,north,130.47,163.2,,,-8,1,-23,6,-10.0
2021-04-15,zealand,122.43,149.0,109.17,126.86666666666667,1,5,-25,7,-6.333333333333333
2021-04-15,south,122.71,145.26,87.54,118.50333333333333,-3,5,-19,6,-5.666666666666667
2021-04-16,capital,110.61,111.93,80.02,100.85333333333334,-25,-6,-33,10,-21.333333333333332
2021-04-16,central,136.38,155.4,103.85,131.87666666666667,-9,-2,-24,6,-11.666666666666666
2021-04-16,north,140.16,174.64,,,-12,8,-23,5,-9.0
2021-04-16,zealand,127.66,157.41,120.65,135.24,1,4,-25,6,-6.666666666666667
2021-04-16,south,130.87,154.91,93.29,126.35666666666667,-7,5,-19,5,-7.0
2021-04-17,capital,99.41,110.62,75.27,95.10000000000001,-30,-8,-1,4,-13.0
2021-04-17,central,121.87,158.66,94.47,125.0,-14,-1,4,3,-3.6666666666666665
2021-04-17,north,134.73,180.47,,,-10,9,2,2,0.3333333333333333
2021-04-17,zealand,119.39,165.41,106.6,130.46666666666667,-2,5,5,3,2.6666666666666665
2021-04-17,south,116.26,149.0,89.9,118.38666666666666,-11,6,8,3,1.0
2021-04-18,capital,100.52,97.15,72.44,90.03666666666668,-18,-10,0,2,-9.333333333333334
2021-04-18,central,122.78,139.26,100.22,120.75333333333333,0,-5,4,1,-0.3333333333333333
2021-04-18,north,131.4,153.08,,,0,3,0,1,1.0
2021-04-18,zealand,124.05,149.13,125.54,132.90666666666667,9,3,6,1,6.0
2021-04-18,south,120.14,138.87,98.15,119.05333333333333,7,1,7,1,5.0
2021-04-19,capital,108.02,107.44,75.34,96.93333333333332,-14,-7,-36,9,-19.0
2021-04-19,central,125.52,150.22,100.0,125.24666666666667,1,-1,-24,6,-8.0
2021-04-19,north,129.33,164.23,,,-2,9,-26,5,-6.333333333333333
2021-04-19,zealand,123.69,159.96,115.6,133.08333333333334,4,3,-25,6,-6.0
2021-04-19,south,122.43,153.86,94.5,123.59666666666668,1,4,-19,5,-4.666666666666667
2021-04-20,capital,111.58,111.82,76.26,99.88666666666666,-14,-2,-34,9,-16.666666666666668
2021-04-20,central,126.61,154.94,99.07,126.87333333333333,0,2,-24,6,-7.333333333333333
2021-04-20,north,132.12,172.85,,,2,12,-22,5,-2.6666666666666665
2021-04-20,zealand,127.33,162.73,111.65,133.90333333333334,6,6,-21,5,-3.0
2021-04-20,south,124.65,152.83,92.2,123.22666666666667,5,11,-18,4,-0.6666666666666666
2021-04-21,capital,113.29,103.63,92.44,103.12,-12,-5,-34,10,-17.0
2021-04-21,central,127.66,144.91,106.62,126.39666666666666,0,-1,-23,7,-8.0
2021-04-21,north,131.71,154.17,,,1,7,-24,6,-5.333333333333333
2021-04-21,zealand,128.17,154.13,119.45,133.91666666666666,7,7,-21,6,-2.3333333333333335
2021-04-21,south,124.79,142.71,91.31,119.60333333333334,4,7,-18,6,-2.3333333333333335
2021-04-22,capital,113.21,103.51,104.59,107.10333333333334,-15,-4,-33,10,-17.333333333333332
2021-04-22,central,128.6,147.57,101.61,125.92666666666666,0,0,-21,7,-7.0
2021-04-22,north,133.31,162.07,,,-1,2,-21,5,-6.666666666666667
2021-04-22,zealand,123.73,143.84,119.28,128.95000000000002,6,7,-22,7,-3.0
2021-04-22,south,123.86,144.52,99.94,122.77333333333333,5,6,-16,5,-1.6666666666666667
2021-04-23,capital,118.64,128.27,122.55,123.15333333333335,-17,-5,-31,9,-17.666666666666668
2021-04-23,central,136.26,170.34,109.01,138.53666666666666,-4,-3,-21,5,-9.333333333333334
2021-04-23,north,142.99,176.71,,,-6,7,-21,5,-6.666666666666667
2021-04-23,zealand,129.93,163.94,130.08,141.3166666666667,5,7,-21,6,-3.0
2021-04-23,south,132.57,169.04,99.23,133.61333333333334,2,6,-16,4,-2.6666666666666665
2021-04-24,capital,106.74,123.24,119.54,116.50666666666666,-20,-7,3,2,-8.0
2021-04-24,central,122.25,168.62,97.23,129.36666666666667,-5,0,6,2,0.3333333333333333
2021-04-24,north,132.78,177.74,,,1,9,2,1,4.0
2021-04-24,zealand,118.91,166.81,120.57,135.43,4,9,7,2,6.666666666666667
2021-04-24,south,119.35,157.74,84.09,120.39333333333336,1,8,13,1,7.333333333333333
2021-04-25,capital,103.49,95.06,109.87,102.80666666666667,-11,-8,1,2,-6.0
2021-04-25,central,124.42,131.89,98.21,118.17333333333333,6,-3,3,1,2.0
2021-04-25,north,130.27,135.89,,,6,2,-2,1,2.0
2021-04-25,zealand,125.02,140.28,132.56,132.62,14,6,6,2,8.666666666666666
2021-04-25,south,120.75,136.21,95.91,117.62333333333333,16,3,7,1,8.666666666666666
2021-04-26,capital,108.76,98.53,111.4,106.23000000000002,-14,-9,-35,10,-19.333333333333332
2021-04-26,central,125.7,145.13,108.3,126.37666666666667,4,-3,-22,6,-7.0
2021-04-26,north,127.39,155.95,,,0,7,-24,5,-5.666666666666667
2021-04-26,zealand,120.7,154.24,131.96,135.63333333333333,3,3,-23,6,-5.666666666666667
2021-04-26,south,122.28,143.03,93.61,119.64,5,3,-16,5,-2.6666666666666665
2021-04-27,capital,112.58,107.37,90.04,103.33,-11,-3,-32,8,-15.333333333333334
2021-04-27,central,128.62,144.33,102.58,125.17666666666668,3,1,-22,5,-6.0
2021-04-27,north,130.36,168.03,,,4,8,-20,4,-2.6666666666666665
2021-04-27,zealand,124.28,155.6,112.25,130.71,6,6,-19,5,-2.3333333333333335
2021-04-27,south,125.0,150.69,89.33,121.67333333333333,9,9,-16,4,0.6666666666666666
2021-04-28,capital,116.14,108.13,84.59,102.95333333333333,-8,-3,-32,9,-14.333333333333334
2021-04-28,central,133.01,148.45,106.88,129.44666666666666,4,2,-20,5,-4.666666666666667
2021-04-28,north,135.58,162.77,,,4,10,-21,4,-2.3333333333333335
2021-04-28,zealand,126.77,149.22,121.94,132.64333333333335,11,8,-20,5,-0.3333333333333333
2021-04-28,south,128.98,149.62,89.39,122.66333333333334,7,9,-15,4,0.3333333333333333
2021-04-29,capital,125.38,115.93,92.9,111.40333333333335,1,11,-32,5,-6.666666666666667
2021-04-29,central,147.85,165.0,106.47,139.77333333333334,26,26,-20,1,10.666666666666666
2021-04-29,north,153.67,176.63,,,22,28,-20,0,10.0
2021-04-29,zealand,139.69,165.8,130.42,145.3033333333333,31,34,-22,3,14.333333333333334
2021-04-29,south,146.13,167.4,114.44,142.65666666666667,32,33,-16,1,16.333333333333332
2021-04-30,capital,104.6,122.93,91.32,106.28333333333335,-44,-38,-77,18,-53.0
2021-04-30,central,129.04,155.29,106.28,130.20333333333335,-45,-31,-78,17,-51.333333333333336
2021-04-30,north,146.47,187.56,,,-33,-17,-75,15,-41.666666666666664
2021-04-30,zealand,130.75,175.34,139.67,148.58666666666667,-35,-28,-75,17,-46.0
2021-04-30,south,127.18,158.48,98.85,128.17,-37,-24,-74,16,-45.0
2021-05-01,capital,106.87,131.96,89.37,109.40000000000002,-12,0,0,1,-4.0
2021-05-01,central,127.84,178.75,102.58,136.39000000000001,6,10,0,1,5.333333333333333
2021-05-01,north,144.94,201.36,,,14,22,-3,1,11.0
2021-05-01,zealand,131.03,183.8,132.48,149.10333333333335,19,21,4,1,14.666666666666666
2021-05-01,south,125.11,166.15,94.06,128.44,14,20,5,1,13.0
2021-05-02,capital,104.63,95.33,79.65,93.20333333333333,-8,-8,0,0,-5.333333333333333
2021-05-02,central,126.39,132.2,98.65,119.08,11,-2,1,0,3.3333333333333335
2021-05-02,north,136.08,136.37,,,12,4,-3,0,4.333333333333333
2021-05-02,zealand,137.52,138.55,126.22,134.0966666666667,19,8,4,1,10.333333333333334
2021-05-02,south,126.86,131.5,106.77,121.71,17,3,3,1,7.666666666666667
2021-05-03,capital,112.89,99.18,83.75,98.60666666666667,-9,-6,-35,9,-16.666666666666668
2021-05-03,central,127.44,142.67,105.68,125.26333333333334,8,2,-22,6,-4.0
2021-05-03,north,129.86,150.53,,,6,12,-24,5,-2.0
2021-05-03,zealand,125.25,146.62,107.11,126.32666666666667,11,9,-22,6,-0.6666666666666666
2021-05-03,south,125.2,142.19,95.65,121.01333333333332,11,7,-16,4,0.6666666666666666
2021-05-04,capital,114.1,91.36,84.91,96.79,-17,-8,-33,10,-19.333333333333332
2021-05-04,central,126.76,132.54,107.89,122.39666666666666,-2,-2,-22,7,-8.666666666666666
2021-05-04,north,127.85,138.69,,,-2,6,-20,7,-5.333333333333333
2021-05-04,zealand,123.96,135.29,102.14,120.46333333333332,2,5,-19,7,-4.0
2021-05-04,south,124.84,132.58,96.61,118.01,4,7,-16,6,-1.6666666666666667
2021-05-05,capital,139.43,101.16,91.83,110.80666666666667,-16,-7,-32,10,-18.333333333333332
2021-05-05,central,133.14,140.92,109.79,127.94999999999999,0,0,-20,7,-6.666666666666667
2021-05-05,north,133.04,140.6,,,0,8,-21,6,-4.333333333333333
2021-05-05,zealand,132.48,143.52,113.97,129.99,3,5,-20,7,-4.0
2021-05-05,south,126.73,144.4,99.42,123.51666666666667,4,6,-15,6,-1.6666666666666667
2021-05-06,capital,118.86,108.05,88.03,104.98,-8,-3,-31,9,-14.0
2021-05-06,central,136.61,151.11,111.44,133.05333333333334,6,1,-18,6,-3.6666666666666665
2021-05-06,north,137.62,154.93,,,4,4,-18,5,-3.3333333333333335
2021-05-06,zealand,130.21,139.43,104.2,124.61333333333333,10,9,-20,6,-0.3333333333333333
2021-05-06,south,132.67,141.47,90.67,121.60333333333334,10,7,-13,5,1.3333333333333333
2021-05-07,capital,125.15,132.16,105.27,120.86,-11,-4,-29,8,-14.666666666666666
2021-05-07,central,146.51,180.85,116.19,147.85,3,-1,-18,4,-5.333333333333333
2021-05-07,north,150.08,185.03,,,1,8,-18,4,-3.0
2021-05-07,zealand,138.58,171.58,139.5,149.88666666666668,12,9,-18,5,1.0
2021-05-07,south,145.06,170.11,111.88,142.35,8,7,-12,4,1.0
2021-05-08,capital,112.89,136.45,105.24,118.19333333333333,-12,-4,3,2,-4.333333333333333
2021-05-08,central,131.73,181.78,101.79,138.43333333333334,2,3,6,1,3.6666666666666665
2021-05-08,north,139.73,195.19,,,9,12,2,1,7.666666666666667
2021-05-08,zealand,132.0,186.95,131.11,150.02,11,11,9,1,10.333333333333334
2021-05-08,south,130.48,174.03,90.61,131.70666666666668,8,10,12,1,10.0
2021-05-09,capital,114.85,109.04,87.5,103.79666666666667,5,-2,5,0,2.6666666666666665
2021-05-09,central,131.63,139.02,98.21,122.95333333333332,19,4,5,0,9.333333333333334
2021-05-09,north,135.96,149.16,,,17,11,1,0,9.666666666666666
2021-05-09,zealand,144.85,167.77,135.13,149.25,30,15,12,-1,19.0
2021-05-09,south,130.82,148.45,100.19,126.48666666666666,32,10,12,-1,18.0
2021-05-10,capital,117.86,110.05,87.39,105.10000000000001,-3,-6,-31,7,-13.333333333333334
2021-05-10,central,134.33,150.34,104.49,129.72,8,0,-19,5,-3.6666666666666665
2021-05-10,north,137.29,166.39,,,6,9,-20,4,-1.6666666666666667
2021-05-10,zealand,133.13,158.02,119.19,136.78,10,5,-19,4,-1.3333333333333333
2021-05-10,south,132.43,151.27,94.57,126.09000000000002,12,5,-12,3,1.6666666666666667
2021-05-11,capital,121.23,110.19,85.21,105.54333333333334,-4,1,-29,7,-10.666666666666666
2021-05-11,central,136.81,148.1,110.47,131.79333333333332,7,4,-19,5,-2.6666666666666665
2021-05-11,north,138.31,164.13,,,10,13,-16,3,2.3333333333333335
2021-05-11,zealand,135.6,151.72,122.45,136.59,12,11,-16,4,2.3333333333333335
2021-05-11,south,133.55,146.41,97.89,125.95,14,13,-12,4,5.0
2021-05-12,capital,127.88,124.29,92.64,114.93666666666667,6,10,-28,4,-4.0
2021-05-12,central,152.72,166.89,116.19,145.26666666666668,21,17,-18,1,6.666666666666667
2021-05-12,north,156.15,183.55,,,21,27,-19,0,9.666666666666666
2021-05-12,zealand,144.26,176.63,135.73,152.20666666666668,29,27,-16,2,13.333333333333334
2021-05-12,south,149.15,163.42,107.16,139.91,26,26,-11,0,13.666666666666666
2021-05-13,capital,104.37,110.4,87.69,100.82000000000001,-33,-35,-79,17,-49.0
2021-05-13,central,141.32,174.04,115.48,143.61333333333334,-27,-19,-79,16,-41.666666666666664
2021-05-13,north,155.56,193.43,,,-17,-9,-76,15,-34.0
2021-05-13,zealand,138.8,172.02,130.59,147.13666666666668,-26,-17,-76,18,-39.666666666666664
2021-05-13,south,139.18,165.89,109.97,138.34666666666666,-20,-12,-75,16,-35.666666666666664
2021-05-14,capital,121.38,149.95,102.98,124.77,-2,-3,-62,12,-22.333333333333332
2021-05-14,central,152.96,208.23,124.26,161.81666666666666,13,1,-62,11,-16.0
2021-05-14,north,167.77,221.64,,,15,16,-61,10,-10.0
2021-05-14,zealand,150.72,214.09,151.16,171.99,26,16,-58,11,-5.333333333333333
2021-05-14,south,154.49,208.37,123.64,162.16666666666666,22,14,-56,10,-6.666666666666667
2021-05-15,capital,107.28,126.51,93.08,108.95666666666666,-18,-11,-4,1,-11.0
2021-05-15,central,135.01,181.33,109.79,142.04333333333335,-2,-2,-5,1,-3.0
2021-05-15,north,150.04,181.99,,,2,10,-9,2,1.0
2021-05-15,zealand,137.98,186.93,132.73,152.54666666666665,6,9,0,1,5.0
2021-05-15,south,137.43,182.77,103.0,141.0666666666667,7,8,5,1,6.666666666666667
2021-05-16,capital,107.2,97.28,81.47,95.31666666666668,-5,-7,3,-1,-3.0
2021-05-16,central,133.58,133.85,106.95,124.79333333333334,9,-3,0,-1,2.0
2021-05-16,north,136.98,137.7,,,9,4,-3,0,3.3333333333333335
2021-05-16,zealand,140.64,147.55,134.53,140.90666666666667,15,8,8,0,10.333333333333334
2021-05-16,south,142.07,138.09,119.74,133.29999999999998,17,3,7,0,9.0
2021-05-17,capital,116.86,109.86,87.26,104.66000000000001,-2,-3,-29,7,-11.333333333333334
2021-05-17,central,133.52,150.56,119.25,134.44333333333336,10,1,-18,4,-2.3333333333333335
2021-05-17,north,135.13,156.98,,,3,9,-22,5,-3.3333333333333335
2021-05-17,zealand,132.21,165.56,120.14,139.3033333333333,11,8,-17,4,0.6666666666666666
2021-05-17,south,135.14,154.8,108.5,132.81333333333333,12,8,-9,3,3.6666666666666665
2021-05-18,capital,119.86,113.31,88.56,107.24333333333334,-3,0,-27,7,-10.0
2021-05-18,central,136.01,155.48,112.86,134.78333333333333,8,3,-17,4,-2.0
2021-05-18,north,139.29,172.07,,,10,14,-17,3,2.3333333333333335
2021-05-18,zealand,136.02,166.07,117.31,139.8,10,9,-12,4,2.3333333333333335
2021-05-18,south,137.44,157.34,104.79,133.19,13,13,-9,3,5.666666666666667
2021-05-19,capital,124.29,116.55,90.29,110.37666666666667,-1,-1,-25,7,-9.0
2021-05-19,central,137.32,157.03,119.89,138.08,6,1,-15,4,-2.6666666666666665
2021-05-19,north,139.73,176.16,,,7,11,-18,4,0.0
2021-05-19,zealand,136.96,158.27,121.25,138.82666666666668,15,9,-12,4,4.0
2021-05-19,south,138.86,157.03,110.93,135.60666666666665,10,10,-8,3,4.0
2021-05-20,capital,123.31,115.94,90.61,109.95333333333333,-2,0,-26,6,-9.333333333333334
2021-05-20,central,139.66,156.07,117.5,137.74333333333334,10,4,-15,4,-0.3333333333333333
2021-05-20,north,142.39,160.37,,,6,7,-16,4,-1.0
2021-05-20,zealand,138.56,167.39,117.57,141.17333333333332,14,14,-15,4,4.333333333333333
2021-05-20,south,139.8,164.91,103.9,136.20333333333335,15,13,-6,3,7.333333333333333
2021-05-21,capital,129.23,132.5,102.1,121.27666666666669,-9,-3,-24,6,-12.0
2021-05-21,central,157.8,172.06,126.92,152.26000000000002,5,1,-16,3,-3.3333333333333335
2021-05-21,north,163.45,185.69,,,1,13,-15,2,-0.3333333333333333
2021-05-21,zealand,151.36,176.82,143.7,157.29333333333332,12,13,-13,3,4.0
2021-05-21,south,163.45,171.61,113.99,149.68333333333334,7,12,-7,2,4.0
2021-05-22,capital,109.72,123.53,95.72,109.65666666666668,-14,-2,5,1,-3.6666666666666665
2021-05-22,central,132.5,165.24,111.36,136.36666666666667,0,6,2,1,2.6666666666666665
2021-05-22,north,150.11,201.42,,,8,18,1,0,9.0
2021-05-22,zealand,137.46,170.43,128.02,145.3033333333333,8,18,8,1,11.333333333333334
2021-05-22,south,141.94,166.18,109.01,139.04333333333332,6,16,10,1,10.666666666666666
2021-05-23,capital,96.0,96.45,76.53,89.66000000000001,-32,-26,-4,1,-20.666666666666668
2021-05-23,central,125.07,127.32,97.61,116.66666666666667,-25,-14,-11,1,-16.666666666666668
2021-05-23,north,132.78,141.44,,,-19,-4,-10,2,-11.0
2021-05-23,zealand,131.7,161.97,125.88,139.85,-16,-7,-1,1,-8.0
2021-05-23,south,131.66,151.51,106.45,129.8733333333333,-6,-7,-1,0,-4.666666666666667
2021-05-24,capital,111.65,105.59,83.64,100.29333333333334,-27,-30,-80,15,-45.666666666666664
2021-05-24,central,131.74,127.86,108.49,122.69666666666667,-35,-17,-80,17,-44.0
2021-05-24,north,137.77,134.64,,,-30,-2,-79,16,-37.0
2021-05-24,zealand,143.99,150.72,130.08,141.5966666666667,-27,-15,-77,16,-39.666666666666664
2021-05-24,south,137.9,138.76,106.84,127.83333333333333,-25,-9,-76,16,-36.666666666666664
2021-05-25,capital,124.19,102.46,95.03,107.22666666666665,-5,9,-25,7,-7.0
2021-05-25,central,137.12,139.33,114.65,130.36666666666667,13,12,-15,4,3.3333333333333335
2021-05-25,north,141.01,155.91,,,11,20,-15,4,5.333333333333333
2021-05-25,zealand,137.23,153.74,120.57,137.18,15,21,-11,4,8.333333333333334
2021-05-25,south,140.02,156.06,106.01,134.03,20,25,-7,3,12.666666666666666
2021-05-26,capital,126.85,108.94,97.65,111.14666666666666,-7,0,-24,8,-10.333333333333334
2021-05-26,central,141.08,148.1,122.17,137.11666666666667,5,2,-14,5,-2.3333333333333335
2021-05-26,north,142.15,160.84,,,5,12,-16,4,0.3333333333333333
2021-05-26,zealand,142.83,152.89,125.62,140.4466666666667,8,9,-11,5,2.0
2021-05-26,south,144.51,147.75,111.37,134.54333333333332,3,8,-7,5,1.3333333333333333
2021-05-27,capital,130.77,113.42,93.29,112.49333333333334,-4,1,-23,6,-8.666666666666666
2021-05-27,central,141.54,160.07,113.87,138.49333333333334,11,5,-12,4,1.3333333333333333
2021-05-27,north,144.22,167.21,,,10,6,-14,3,0.6666666666666666
2021-05-27,zealand,140.43,157.77,127.59,141.93000000000004,11,13,-12,4,4.0
2021-05-27,south,145.46,165.76,108.05,139.7566666666667,15,14,-3,3,8.666666666666666
2021-05-28,capital,131.87,143.46,105.58,126.97000000000001,-4,0,-19,4,-7.666666666666667
2021-05-28,central,150.81,180.56,112.22,147.86333333333334,10,0,-11,2,-0.3333333333333333
2021-05-28,north,158.68,188.75,,,2,11,-12,2,0.3333333333333333
2021-05-28,zealand,150.75,190.22,146.27,162.41333333333333,16,12,-8,2,6.666666666666667
2021-05-28,south,164.21,186.6,108.56,153.12333333333333,11,12,-1,1,7.333333333333333
2021-05-29,capital,119.51,145.09,103.75,122.78333333333335,-8,-3,13,-2,0.6666666666666666
2021-05-29,central,140.98,185.51,112.0,146.16333333333333,4,1,13,-2,6.0
2021-05-29,north,150.65,186.0,,,12,15,11,-2,12.666666666666666
2021-05-29,zealand,141.29,194.88,137.7,157.95666666666665,13,13,21,-1,15.666666666666666
2021-05-29,south,144.54,197.88,110.03,150.81666666666663,12,12,22,-2,15.333333333333334
2021-05-30,capital,115.22,107.58,88.15,103.65000000000002,4,-3,12,-2,4.333333333333333
2021-05-30,central,135.24,135.48,114.32,128.34666666666666,20,3,9,-2,10.666666666666666
2021-05-30,north,146.24,146.96,,,25,12,6,-2,14.333333333333334
2021-05-30,zealand,150.55,167.0,143.53,153.69333333333336,28,12,19,-2,19.666666666666668
2021-05-30,south,138.29,146.14,105.69,130.04,34,9,19,-2,20.666666666666668
2021-05-31,capital,127.26,123.99,99.35,116.86666666666667,10,4,-24,5,-3.3333333333333335
2021-05-31,central,142.7,166.83,114.54,141.35666666666665,28,13,-14,2,9.0
2021-05-31,north,143.97,168.77,,,22,25,-18,2,9.666666666666666
2021-05-31,zealand,142.17,185.51,132.56,153.41333333333333,28,21,-11,2,12.666666666666666
2021-05-31,south,146.14,178.35,120.26,148.25,31,21,-4,1,16.0
2021-06-01,capital,131.11,125.79,99.72,118.87333333333333,6,7,-23,5,-3.3333333333333335
